id,name,brand,family,top_notes,middle_notes,base_notes,mood_tags,valence,arousal,dominance,source
132,Serge Lutens Santal Majuscule,Serge Lutens,woody_oriental,"cocoa,rose","sandalwood,cocoa,rose","sandalwood,cedar,amber","sandalwood,gourmand,French,elegant",0.673,0.353,0.57,curated
133,Serge Lutens Un Bois Vanille,Serge Lutens,oriental,"iris,orange","vanilla,benzoin,iris","vanilla,benzoin,amber","vanilla,Tahitian,warm,comforting,feminine",0.754,0.34,0.451,curated
134,Serge Lutens Jeux de Peau,Serge Lutens,gourmand,"bread,wheat,butter,milk","almond,sandalwood,honey","vanilla,amber,musk","bread,buttery,warm,milky,comforting",0.748,0.284,0.422,curated
135,Diptyque Philosykos,Diptyque,woody,"fig_leaf,green","fig_wood,fig_leaf","cedar,white_musk","natural,earthy,summery,unique,fig",0.635,0.33,0.5,curated
136,Diptyque Eau des Sens,Diptyque,floral_oriental,"bigarade,juniper","angelica,jasmine","patchouli,amber,musk","complex,wild,sensual,unique",0.583,0.413,0.647,curated
137,Diptyque Eau Rose,Diptyque,floral,"green_rose,pea_flower,pink_pepper","rose,lychee","musk,white_musk","rose,fresh,feminine,youthful,light",0.723,0.493,0.493,curated
138,Diptyque Tam Dao,Diptyque,woody,"juniper,sandalwood,cypress","sandalwood,cedarwood,rosewood","white_musk,amber","sandalwood,meditative,clean,woody,calming",0.652,0.295,0.52,curated
139,Diptyque Do Son,Diptyque,floral,"white_flowers,water_lily","tuberose,orange_blossom,rose","white_musk,cedarwood","vietnam,white,luminous,feminine",0.723,0.433,0.527,curated
140,Diptyque Vetyverio,Diptyque,woody_aromatic,"grapefruit,vetiver","geranium,vetiver","vetiver,cedar,white_musk","vetiver,green,smoky,masculine,earth",0.591,0.417,0.536,curated
141,Diptyque L Ombre dans l Eau,Diptyque,floral_green,"blackcurrant,blackcurrant_leaves",rose,"musk,cedarwood","garden,fresh,blackcurrant,feminine",0.8,0.42,0.55,curated
142,Diptyque Eau Duelle,Diptyque,oriental,"bergamot,blackcurrant,pink_pepper","vanilla,iris,cedarwood","vanilla,tonka_bean,white_musk","vanilla,oriental,warm,quiet,comforting",0.77,0.407,0.401,curated
143,Diptyque Olene,Diptyque,floral,"bergamot,pink_pepper","narcissus,jasmine,honeysuckle,mimosa,ylang_ylang","musk,white_musk,sandalwood","floral,garden,spring,Paris,feminine",0.715,0.53,0.513,curated
144,Penhaligons Halfeti,Penhaligons,oriental_woody,"bergamot,rose,blackcurrant","jasmine,turkish_rose,oud","leather,amber,sandalwood,vanilla","opulent,dark,romantic,british",0.649,0.451,0.598,curated
145,Penhaligons Halfeti Leather,Penhaligons,oriental_leather,"bergamot,black_pepper,saffron","rose,leather,oud","amber,vanilla,sandalwood","british,dark,opulent,leather",0.604,0.497,0.623,curated
146,Penhaligons Blenheim Bouquet,Penhaligons,citrus_aromatic,"lemon,lime,bergamot,black_pepper","nutmeg,geranium","pine,oakmoss,musk","edwardian,british,crisp,classic,masculine",0.689,0.65,0.483,curated
147,Penhaligons Empressa,Penhaligons,floral_woody,"bergamot,pink_pepper,yuzu","rose,peony,magnolia","iris,sandalwood,musk","british,regal,feminine,elegant,floral",0.755,0.519,0.469,curated
148,Penhaligons Clandestine Clara,Penhaligons,oriental_floral,"lemon,bergamot,grapefruit,rose","rose,heliotrope,vetiver,jasmine","vanilla,musk,cedar,sandalwood","british,romantic,mysterious,floral",0.739,0.495,0.484,curated
149,Penhaligons Opus 1870,Penhaligons,aromatic,"lavender,rosemary,petitgrain","geranium,galbanum,vetiver","oakmoss,cedarwood,sandalwood","victorian,british,classic,fougere,masculine",0.588,0.414,0.56,curated
150,YSL Black Opium,YSL,oriental_gourmand,"pink_pepper,orange","coffee,jasmine","vanilla,cedar,white_musk,caramel","addictive,seductive,bold,night,rock",0.735,0.498,0.455,curated
151,YSL Libre,YSL,floral_aromatic,mandarin,"lavender,orange_blossom,jasmine","musk,vanilla,cedar","free,feminine,modern,bold,French",0.755,0.46,0.475,curated
152,YSL Mon Paris,YSL,floral_fruity,"pear,strawberry,white_flowers","jasmine,peony,rose","white_musk,patchouli,ambroxan","Paris,love,romantic,feminine,sweet",0.677,0.407,0.562,curated
153,YSL Opium,YSL,oriental,"plum,clementine,aldehydes","rose,jasmine,lily_of_the_valley,cloves,cinnamon","sandalwood,vetiver,cedarwood,amber,labdanum","iconic,bold,oriental,controversial,powerful",0.649,0.407,0.584,curated
154,YSL Kouros,YSL,aromatic_fougere,"aldehydes,bergamot,lemon,coriander","jasmine,rose,geranium,ylang_ylang,carnation,cinnamon","oakmoss,amber,vetiver,civet,frankincense","classic,masculine,iconic,greek,bold",0.675,0.495,0.566,curated
155,YSL L Homme,YSL,woody_aromatic,"bergamot,lemon,ginger","basil,violet,white_cedar","tonka_bean,white_cedar,vetiver","masculine,French,modern,elegant",0.714,0.56,0.456,curated
156,YSL La Nuit de l Homme,YSL,oriental_woody,"bergamot,cardamom","cedar,lavender","vetiver,amber,tonka_bean","seductive,nocturnal,masculine,intimate",0.65,0.45,0.545,curated
157,YSL Nu,YSL,floral_woody,"bergamot,magnolia","iris,white_flowers","sandalwood,musk,amber","nude,minimalist,sensual,modern",0.724,0.42,0.49,curated
158,Armani Acqua di Gio,Armani,fresh_aquatic,"lemon,lime,bergamot,marine","jasmine,rose,geranium,calone","cedar,sandalwood,white_musk","fresh,clean,ocean,masculine,iconic",0.749,0.55,0.458,curated
159,Armani Acqua di Gio Profumo,Armani,aromatic_woody,"bergamot,marine","geranium,rosemary","patchouli,incense,amber,musk","intense,aquatic,deep,masculine",0.66,0.534,0.516,curated
160,Armani Si,Armani,floral_fruity,"blackcurrant,bergamot,mandarin","rose,freesia","vanilla,ambroxan,white_musk","modern,feminine,powerful,rose,yes",0.785,0.465,0.44,curated
161,Armani Si Passione,Armani,floral_fruity,"blackcurrant,bergamot","rose,freesia,neroli","vanilla,musk,patchouli","passionate,feminine,warm,floral",0.726,0.472,0.48,curated
162,Armani Code,Armani,oriental_fougere,"bergamot,lemon","star_anise,neroli,jasmine,orange_blossom","labdanum,musk,guaiac_wood,olive_blossom","seductive,masculine,code,iconic,dark",0.697,0.548,0.523,curated
163,Armani Prive Rose d Arabie,Armani,floral_oriental,"bergamot,pepper","rose,jasmine,patchouli","amber,vanilla,sandalwood","arabic,rose,opulent,exclusive",0.696,0.419,0.531,curated
164,Armani Prive Pivoine Suzhou,Armani,floral_musky,"pink_pepper,mandarin","peony,rose,jasmine","white_musk,sandalwood,cedar","Chinese,peony,spring,delicate,exclusive",0.722,0.475,0.513,curated
165,Versace Eros,Versace,oriental_fougere,"lemon,apple,mint","geranium,ambrette,clary_sage","vanilla,vetiver,oakmoss,tonka_bean","passionate,masculine,greek,powerful",0.689,0.466,0.459,curated
166,Versace Bright Crystal,Versace,floral_fruity,"pomegranate,yuzu,frost","peony,magnolia,lotus","musk,amber,mahogany","crystal,feminine,spring,bright,fresh",0.763,0.462,0.45,curated
167,Versace Dylan Blue,Versace,fresh_woody,"grapefruit,bergamot,violet_leaf,water_lily","patchouli,violet,jasmine,papyrus","incense,amber,musk,leather","blue,fresh,modern,masculine,greek",0.641,0.539,0.566,curated
168,Versace The Dreamer,Versace,aromatic,"tarragon,flax,bergamot,orange","juniper,cyclamen,clary_sage,iris","tobacco,sandalwood,vanilla,amber","dreamy,Italian,masculine,artistic,floral",0.693,0.46,0.504,curated
169,Versace Gianni Versace,Versace,oriental_woody,"bergamot,galbanum,aldehydes","rose,jasmine,ylang_ylang,tuberose","sandalwood,vetiver,civet,oakmoss,amber","baroque,iconic,bold,Italian,opulent",0.654,0.451,0.589,curated
170,Versace Pour Femme Dylan Turquoise,Versace,floral_fruity,"watermelon,mandarin,passion_fruit","jasmine,cyclamen,rose","musk,guaiac_wood,patchouli","turquoise,summer,beach,fresh,feminine",0.65,0.486,0.584,curated
171,Givenchy L Interdit,Givenchy,floral_gourmand,"pear,bergamot,pink_pepper","jasmine,tuberose,orange_blossom","patchouli,vetiver,white_musk","forbidden,dark,floral,modern,audrey",0.631,0.524,0.567,curated
172,Givenchy Ange ou Demon,Givenchy,floral_woody,"aldehydes,bergamot,lemon","magnolia,white_flowers,oak,licorice","sandalwood,musk,styrax,woods","angel,demon,duality,feminine,dramatic",0.788,0.567,0.413,curated
173,Givenchy Irresistible,Givenchy,floral_musky,"bergamot,pink_pepper","rose,peony","white_musk,sandalwood,ambroxan","irresistible,rose,feminine,fresh,modern",0.726,0.476,0.504,curated
174,Givenchy Gentleman Only,Givenchy,aromatic_woody,"bergamot,lemon,vetiver","cardamom,iris,cedar","leather,patchouli,vetiver","elegant,gentleman,modern,woody",0.582,0.518,0.589,curated
175,Givenchy Pi,Givenchy,oriental_fougere,"bergamot,mandarin","elemi,geranium,rose,jasmine,anise","sandalwood,vanilla,amber,tonka_bean","intellectual,mathematical,masculine,warm",0.76,0.442,0.476,curated
176,Givenchy Very Irresistible,Givenchy,floral_fruity,"pink_pepper,star_anise","rose,peony,magnolia","white_musk,amber,sandalwood","irresistible,feminine,vibrant,rose,modern",0.72,0.411,0.497,curated
177,Prada Infusion d Iris,Prada,floral,"mandarin,galbanum,bergamot","iris,orange_blossom,cedar,cedar,rose,vetiver","sandalwood,benzyl_benzoate,white_musk","minimalist,Italian,iris,clean,pure",0.681,0.433,0.517,curated
178,Prada Candy,Prada,oriental_gourmand,caramel,"benzoin,beeswax","white_musk,musks","sweet,addictive,sophisticated,candy",0.76,0.277,0.383,curated
179,Prada L Homme,Prada,aromatic_fougere,"iris,neroli,mandarin","geranium,amber,sandalwood",white_musk,"masculine,modern,Italian,clean",0.723,0.429,0.477,curated
180,Prada La Femme,Prada,floral,"bergamot,aldehydes","tuberose,ylang_ylang,iris","sandalwood,vanilla,amber","Italian,feminine,rich,tuberose",0.72,0.439,0.509,curated
181,Prada Amber,Prada,oriental_fougere,"bergamot,neroli,mandarin,orange","patchouli,labdanum,sandalwood,coumarin,geranium","amber,tonka_bean,leather,musk,vanilla","amber,Italian,warm,classic",0.67,0.474,0.519,curated
182,Prada Paradoxe,Prada,floral,"bergamot,orange,neroli","jasmine,musk,amber","sandalwood,white_musk","paradox,modern,feminine,floral,Italian",0.75,0.497,0.479,curated
183,Lancome La Vie est Belle,Lancome,floral_gourmand,"grapefruit,blackcurrant,pear","iris,jasmine,orange_blossom","praline,patchouli,vanilla,tonka_bean","happy,optimistic,sweet,feminine,iconic",0.707,0.427,0.477,curated
184,Lancome La Nuit Tresor,Lancome,oriental_floral,"bergamot,citrus,raspberry,blackberry","jasmine,turkish_rose,rose","caramel,blackberry,praline,patchouli,vanilla","nocturnal,sweet,dark,romantic,red",0.747,0.438,0.465,curated
185,Lancome Tresor,Lancome,floral_oriental,"bergamot,aldehydes","rose,lilac,iris,heliotrope,jasmine","sandalwood,amber,musk,vanilla,peach","classic,romantic,French,feminine,timeless",0.749,0.409,0.5,curated
186,Lancome Miracle,Lancome,floral_fruity,"lychee,magnolia,freesia","jasmine,ginger,rose","white_musk,sandalwood,amber","fresh,miracle,optimistic,feminine,bright",0.706,0.424,0.521,curated
187,Lancome Idole,Lancome,floral,"pear,bergamot","rose,jasmine","vanilla,musk,cashmeran","idol,modern,feminine,rose,bold",0.812,0.477,0.463,curated
188,CK One,Calvin Klein,citrus_aromatic,"bergamot,lemon,green_tea,pineapple,papaya","rose,jasmine,lily_of_the_valley,violet,nutmeg","amber,sandalwood,musk,cedar,oakmoss","fresh,clean,unisex,90s,minimal,iconic",0.715,0.467,0.499,curated
189,CK Eternity,Calvin Klein,floral_green,"freesia,bergamot,marigold,sage","sandalwood,narcissus,lily_of_the_valley,jasmine,rose","amber,sandalwood,musk,cedarwood","timeless,clean,feminine,classic,romantic",0.727,0.43,0.521,curated
190,CK Obsession,Calvin Klein,oriental,"bergamot,aldehydes,tangerine","jasmine,spices,orange,rose","vanilla,amber,musk,civet,sandalwood","obsession,dark,80s,bold,controversial",0.771,0.47,0.479,curated
191,CK Euphoria,Calvin Klein,floral_oriental,"pomegranate,persimmon,green_notes","lotus,black_orchid,champaca","mahogany,black_violet,amber,sandalwood,musk","euphoria,dark,floral,feminine,sensual",0.635,0.3,0.575,curated
192,CK Escape,Calvin Klein,floral_fruity,"mandarin,bergamot,plum,peach,marigold","jasmine,rose,lily,magnolia,clove","sandalwood,cedarwood,amber,musk","tropical,escape,fresh,summery,joyful",0.728,0.507,0.527,curated
193,D&G Light Blue,D&G,fresh_fruity,"grapefruit,lemon,apple,bellflower","jasmine,bamboo,white_rose,marigold","cedar,musk,amber","mediterranean,fresh,summer,light,iconic",0.734,0.564,0.492,curated
194,D&G The One,D&G,oriental_floral,"grapefruit,bergamot,coriander,mandarin","ginger,cardamom,jasmine,orange_blossom","amber,sandalwood,musk,patchouli,vanilla","The_One,glamorous,feminine,warm,opulent",0.703,0.548,0.5,curated
195,D&G The One Man,D&G,oriental_woody,"grapefruit,coriander,basil","ginger,orange_blossom,cardamom,tobacco","amber,cedar,sandalwood,vetiver","masculine,sophisticated,Italian,warm,tobacco",0.591,0.524,0.574,curated
196,D&G Pour Femme,D&G,floral,"raspberry,bergamot,neroli","rose,magnolia,jasmine","sandalwood,vanilla,musk,amber","Italian,feminine,floral,warm,romantic",0.76,0.432,0.481,curated
197,D&G Pour Homme Intenso,D&G,woody_aromatic,"bergamot,labdanum,tobacco","gaiac_wood,neroli,sandalwood","amber,tobacco,musk,vanilla","intense,Italian,warm,masculine,tobacco",0.591,0.432,0.588,curated
198,Burberry Her,Burberry,fruity_floral,"strawberry,violet,blackcurrant,red_berries","jasmine,violet,rose","amber,vanilla,musk","british,modern,feminine,berry",0.758,0.37,0.482,curated
199,Burberry Brit,Burberry,oriental_fruity,"bergamot,lemon,almond","magnolia,peony,amber_rose,cardamom","tonka_bean,amber,sandalwood,musk","british,warm,sweet,feminine",0.76,0.467,0.444,curated
200,Burberry Weekend,Burberry,floral_citrus,"lemon,bergamot,pink_pepper","white_rose,white_magnolia,white_peony","amber,sandalwood,white_musk","british,fresh,weekend,countryside",0.732,0.538,0.463,curated
201,Burberry London,Burberry,chypre_floral,"bergamot,green_tea,petitgrain","peony,heliotrope,rose","musk,sandalwood,oakmoss","british,classic,foggy,heritage",0.72,0.481,0.489,curated
202,Marc Jacobs Daisy,Marc Jacobs,floral,"strawberry,violet_leaves,grapefruit","jasmine,gardenia,violet","white_musk,sandalwood,vanilla","youthful,fresh,innocent,spring,iconic",0.752,0.417,0.428,curated
203,Marc Jacobs Daisy Dream,Marc Jacobs,floral_fruity,"blackberry,grapefruit,pear","jasmine,lychee,wisteria,coconut","white_musk,cedarwood,vanilla","dreamy,airy,feminine,young",0.798,0.448,0.376,curated
204,Marc Jacobs Honey,Marc Jacobs,floral_fruity,"pear,pink_pepper,tangerine","honeysuckle,peach,orange_blossom","honey,apricot,vanilla,white_musk","sweet,honey,cheerful,feminine,playful",0.755,0.4,0.397,curated
205,Paco Rabanne 1 Million,Paco Rabanne,fresh_spicy,"grapefruit,mint,blood_orange","rose,cinnamon,spices","leather,amber,white_musk","opulent,spicy,golden,seductive,million",0.68,0.561,0.53,curated
206,Paco Rabanne Lady Million,Paco Rabanne,floral_chypre,"bitter_orange,raspberry,neroli","rose,jasmine,gardenia","patchouli,honey,amber","million,luxe,feminine,golden,rich",0.688,0.422,0.553,curated
207,Paco Rabanne Invictus,Paco Rabanne,fresh_marine,"grapefruit,sea_notes,blood_mandarin","bay_leaf,jasmine,hedione","guaiac_wood,oakmoss,amber","victory,masculine,fresh,sport,champion",0.624,0.454,0.578,curated
208,Paco Rabanne Olympea,Paco Rabanne,floral_oriental,"green_tangerine,ginger","jasmine,peony","sand_accord,cashmere_wood,vanilla","olympia,goddess,feminine,powerful,warm",0.76,0.472,0.475,curated
209,Paco Rabanne XS Pour Homme,Paco Rabanne,oriental_fougere,"bergamot,grapefruit,apple","rose,jasmine,basil","sandalwood,vetiver,amber,tonka_bean","excess,masculine,seductive,cool,dark",0.708,0.479,0.507,curated
210,JPG Le Male,Jean Paul Gaultier,oriental_fougere,"cardamom,bergamot,mint","cinnamon,cumin,lavender,orange_blossom","vanilla,sandalwood,cedar,amber","sensual,masculine,sailor,iconic,body",0.703,0.522,0.501,curated
211,JPG Classique,Jean Paul Gaultier,floral_oriental,"rose,orange_blossom,pear,honey","iris,jasmine,ginger,ylang_ylang,rose,ginger","sandalwood,amber,vanilla,musk","feminine,iconic,corset,French,sweet",0.721,0.445,0.519,curated
212,JPG Scandal,Jean Paul Gaultier,oriental_floral,blood_orange,"gardenia,honey","patchouli,amber,vetiver","scandal,bold,honey,feminine,night",0.562,0.34,0.588,curated
213,JPG Ultra Male,Jean Paul Gaultier,oriental_fougere,"mint,bergamot,cardamom","lavender,cumin,cinnamon","vanilla,amber,musk","ultra,intense,masculine,seductive,irresistible",0.742,0.583,0.473,curated
214,Azzaro Pour Homme,Azzaro,aromatic_fougere,"anise,sage,lemon,verbena,bergamot","rosemary,geranium,basil,jasmine,carnation,lavender","sandalwood,oakmoss,cedar,amber,vetiver,musk","classic,iconic,fougere,masculine,aromatic",0.657,0.484,0.537,curated
215,Azzaro Chrome,Azzaro,aromatic_aquatic,"lemon,bergamot,rosemary","coriander,oakmoss,jasmine","tonka_bean,cedar,sandalwood","fresh,masculine,sporty,mediterranean",0.691,0.474,0.516,curated
216,Azzaro Wanted,Azzaro,oriental_woody,"lemon,cardamom,grapefruit","iris,vetiver,pink_pepper,cumin","cedarwood,amber,benzoin","wanted,bold,masculine,western,daring",0.69,0.54,0.506,curated
217,Lattafa Khamrah,Lattafa,oriental_gourmand,"cinnamon,black_pepper,saffron","oud,rose,labdanum","vanilla,amber,leather,frankincense","arabic,spicy,warm,night,oud",0.559,0.468,0.673,curated
218,Lattafa Oud For Glory,Lattafa,oriental_woody,"saffron,bergamot,cardamom","oud,rose,patchouli","amber,leather,sandalwood,musk","oud,glory,arabic,powerful,dark",0.56,0.508,0.664,curated
219,Lattafa Ameer Al Oud,Lattafa,oriental_woody,"bergamot,cardamom,pink_pepper","oud,rose,saffron,musk","amber,patchouli,sandalwood","prince,oud,arabic,royal,rich",0.597,0.528,0.628,curated
220,Lattafa Asad,Lattafa,aromatic_fougere,"bergamot,lemon,green_apple,pineapple","lavender,jasmine,rose,geranium","amber,oakmoss,sandalwood,musk,patchouli","lion,fresh,affordable,clean",0.671,0.481,0.547,curated
221,Lattafa Raghba,Lattafa,oriental_gourmand,"amber,vanilla,cinnamon","oud,leather,patchouli","vanilla,amber,musk,sandalwood","arabic,sweet,oud,warm,affordable",0.593,0.393,0.601,curated
222,Lattafa Yara,Lattafa,floral_fruity,"bergamot,mandarin,pink_pepper","peach,rose,jasmine,freesia","musk,ambroxan,sandalwood,vanilla","young,feminine,fruity,fresh,arabic",0.751,0.514,0.498,curated
223,Rasasi La Yuqawam Man,Rasasi,oriental_woody,"grapefruit,bergamot,cardamom","oud,sandalwood,rose,amber","musk,amber,leather","arabic,oud,powerful,masculine,irresistible",0.634,0.519,0.598,curated
224,Rasasi Hawas,Rasasi,fresh_aromatic,"mint,bergamot,lemon,cardamom","aquatic,geranium,lavender","amberwood,musk,patchouli,sandalwood","fresh,desire,aquatic,masculine,affordable",0.689,0.62,0.487,curated
225,Rasasi Egra,Rasasi,floral_fruity,"bergamot,apple,peach","jasmine,rose,peony","musk,amber,sandalwood,vanilla","feminine,fruity,arabic,fresh",0.763,0.416,0.493,curated
226,Zimaya Fakhama White,Zimaya,floral_oriental,"bergamot,mandarin","rose,jasmine,lily_of_the_valley","sandalwood,amber,vanilla,musk","arabic,white,elegant,oud,affordable",0.774,0.456,0.47,curated
227,Afnan 9 PM,Afnan,oriental_woody,"bergamot,apple,cardamom","jasmine,cinnamon,patchouli","vanilla,amber,musk,sandalwood","PM,dark,seductive,affordable,arabic",0.678,0.486,0.544,curated
228,Armaf Club de Nuit Intense,Armaf,fruity_chypre,"lemon,pineapple,apple,blackcurrant","rose,jasmine,birch,cardamom","musk,ambergris,vanilla,sandalwood","affordable,classy,fresh,fruity,masculne",0.696,0.49,0.511,curated
229,Armaf Club de Nuit Women,Armaf,fruity_floral,"lychee,peach,bergamot","rose,jasmine,lily_of_the_valley","musk,sandalwood,amber,vanilla","feminine,fruity,fresh,affordable,floral",0.76,0.419,0.483,curated
230,Escentric Molecules Molecule 01,EM,woody,iso_e_super,iso_e_super,iso_e_super,"synthetic,skin,invisible,cult,minimalist",0.55,0.45,0.6,curated
